Anti,smiles,cas
0,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,2303
0,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,2302
0,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2301
0,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,2300
0,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,2299
0,O=C(CCCl)NCCc1ccccc1,2298
0,O=C(CCCl)NCc1ccccc1,2297
1,O=C(CCCCCCCCCCCCCCCCC)OCC[N+]1=CC=CC=C1,2863
1,O=C(CCCCCCCCCCCCCCC)OCCC[N+]1=CC=CC=C1,2868
1,O=C(CCCCCCCCCCCCCCC)OCC[N+]1=CC=CC=C1,2862
1,O=C(CCCCCCCCCCCCCCC)NCC[N+]1=CC=CC=C1,2865
1,O=C(CCCCCCCCCCC)OC[N+]1=CC=CC=C1,2858
0,O=C(CCCCCCCC(=O)NCCO)NCCO,2296
0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,2295
0,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,2294
0,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,2293
0,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,2292
0,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,2291
0,O=C(CC#N)c1ccccc1,2290
0,O=C(C1CCOCC1)N1CCC2(CC1)CNS(=O)(=O)c1ccccc1OC2,2289
0,O=C(c1cccnc1)N1CCOCC1,2288
0,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,2287
0,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,2286
0,O=C(C=Cc1ccccc1)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1O,2285
0,O=C(C=Cc1ccccc1)c1ccc(O)cc1O,2284
0,O=C(C=Cc1ccccc1)c1ccc(O)cc1,2283
0,O=C(C=Cc1ccc(O)cc1)c1ccccc1O,2282
0,O=C(C=Cc1ccc(O)cc1)c1ccccc1,2281
0,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,2280
0,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,2279
0,O=C(C=Cc1ccc(O)c(O)c1)C=C(O)C=Cc1ccc(O)c(O)c1,2278
0,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,2277
0,O=C(C[N+]1=CC=CC=C1)OCCCCCCCCCCCCCCCCCC,2873
0,O=C(C[N+]1=CC=CC=C1)OCCCCCCCCCCCCCCCC,2872
1,O=C(C[N+]1=CC=CC=C1)NCCCCCCCCCCCCCCCCCC,2875
1,O=C(C[N+]1=CC=CC=C1)NCCCCCCCCCCCC,2874
0,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],2276
0,O=C([O-])CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],2275
0,O=C([O-])CCCO.[Na+],2274
0,O=C([O-])CCCc1ccccc1.[Na+],2273
1,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],2788
0,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],2272
0,O=C([O-])Cc1ccccc1.[Na+],2271
0,O=C([O-])c1ccccc1O.[Na+],2270
0,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],2269
0,O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2c([Hg]O)c([O-])c(Br)cc12.[Na+].[Na+],2268
0,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],2267
1,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12.[Na+].[Na+],2787
0,O=C([O-])C=CC(=O)[O-].[Fe+2],2266
0,O=C([O-])C(O)C(O)C(O)C(O)CO.[Na+],2265
0,O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.O=C([O-])C(O)C(O)C(O)C(O)C(O)CO.[Ca+2],2264
0,O=C([C@H]1CCC[C@]11CCN(Cc2ccc(cc2)C#N)C1)N1CCOCC1,2263
0,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,2262
0,O=[N+]([O-])OC1COC2C(O)COC12,2261
0,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,2260
1,O=[N+]([O-])c1ccc(O)c2ncccc12,2786
0,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,2259
0,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,2258
0,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,2257
1,O=[N+]([O-])C(Br)(CO)CO,2785
1,O=[N+]([O-])C(Br)(Br)/[N+](O)=N/c1nonc1/N=N\c1nonc1/N=[N+](\O)C(Br)(Br)[N+](=O)[O-],2784
0,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C=O,2256
1,O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)c1ccccc1,2783
0,O.OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,2255
0,O.OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,2254
0,O.O=P1(N(CCCl)CCCl)NCCCO1,2253
0,O.O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,2252
0,O.O=C(O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,2251
0,O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],2250
0,O.O.OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,2249
0,O.O.O.O=C([O-])C1O[Sb]2OC(=O)C(O2)C(C(=O)[O-])O[Sb]2OC(=O)C1O2.[K+].[K+],2248
0,NS(=O)(=O)Cc1noc2ccccc12,2247
0,NS(=O)(=O)c1ccc(C(=O)O)cc1,2246
0,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2245
0,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,2244
0,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,2243
0,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,2242
0,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,2241
0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,2240
0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,2239
0,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,2238
0,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2237
0,NS(=O)(=O)C#Cc1ccccc1,2236
0,NNCCc1ccccc1.O=S(=O)(O)O,2235
0,NNC(=O)c1ccncc1.Nc1ccc(C(=O)O)c(O)c1,2234
0,NNC(=O)c1ccncc1,2233
0,NCCS(=O)(=O)O,2232
0,NCCO.NCCO.O[AsH]O[AsH]O,2231
0,NCCCS(=O)(=O)O,2230
0,NCCCNCCSP(=O)(O)O,2229
0,NCCCNCCCCNCCCN,2228
0,NCCCN.O=C(O)C(O)C(O)C(=O)O,2227
0,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,2226
0,NCCCC(O)(P(=O)(O)O)P(=O)(O)O.O.O.O.[Na+],2225
0,NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)NC(N)=N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O.O=S(=O)(O)O,2224
0,NCCCC(N)C(=O)O.NCCCC(N)C(=O)O.O=C(O)CCC(=O)C(=O)O,2223
0,NCCc1ccc(O)cc1,2222
0,NCCc1c[nH]c2ccccc12,2221
1,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O.O,2782
0,NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,2220
0,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O.O=S(=O)(O)O,2219
1,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,2781
1,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,2780
0,NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,2218
0,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O,2217
0,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,2216
0,NCc1cccnc1,2215
1,NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,2779
0,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,2214
0,NCC1CCC(C(=O)O)CC1,2213
0,NCC1(CC(=O)O)CCCCC1,2212
0,NCC(O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,2211
0,NCC(=O)NCC(=O)O,2210
1,Nc1nnc(Sc2ncc(s2)[N+]([O-])=O)s1,2778
0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,2209
0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)C(O)C1O.[Na+].[Na+],2208
0,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,2207
0,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,2206
0,Nc1ncnc2[nH]cnc12,2205
1,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,2777
0,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,2204
0,Nc1nccs1,2203
0,Nc1nc2ncc(=O)[nH]c2c(=O)[nH]1,2202
0,Nc1nc2nc[nH]c2c(=S)[nH]1,2201
0,Nc1nc2ccc(OC(F)(F)F)cc2s1,2200
0,Nc1nc2cc(Cl)ccc2o1,2199
0,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,2198
0,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1.O,2197
0,Nc1nc(S)c2nc[nH]c2n1,2196
0,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1.O=S(=O)(O)O,2195
0,Nc1nc(N)nc(NC2CC2)n1,2194
0,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)C=CC(=O)O,2193
0,Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,2192
0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,2191
0,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,2190
1,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,2776
1,Nc1nc(=O)n(cc1F)[C@H]1C[C@H](O)[C@@H](CO)O1,2775
0,Nc1nc(=O)n(cc1Cl)[C@H]1C[C@@H](O)[C@@H](CO)O1,2189
0,Nc1nc(=O)n(C2CSC(CO)O2)cc1F,2188
0,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,2187
0,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1.[Na+].[Na+],2186
0,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)=N2,2185
0,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],2184
0,Nc1nc(=O)[nH]cc1F,2183
0,NC1CONC1=O,2182
0,Nc1ccncc1,2181
0,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,2180
0,Nc1ccn(C2CSC(CO)O2)c(=O)n1,2179
0,Nc1ccn(C2CCC(CO)O2)c(=O)n1,2178
0,Nc1ccn([C@H]2[C@H](O)[C@H](O)C(CO)=C2F)c(=O)n1,2177
0,Nc1ccn([C@@H]2O[C@@](CO)(N=[N+]=[N-])[C@@H](O)[C@H]2O)c(=O)n1,2176
0,Nc1ccn([C@@H]2O[C@@](CO)(N=[N+]=[N-])[C@@H](O)[C@@H]2O)c(=O)n1,2175
0,NC1CCCCC1N.O=C1O[Pt]OC1=O,2174
0,Nc1ccccc1C(=O)CC(N)C(=O)O,2173
0,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,2172
0,Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,2171
0,Nc1ccc(S(N)(=O)=O)cc1,2170
0,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,2169
0,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2168
0,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,2167
0,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2166
0,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,2165
0,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,2164
0,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,2163
0,Nc1ccc(S(=O)(=O)[O-])cc1.Nc1ccc(S(=O)(=O)[O-])cc1.[Zn+2],2162
0,Nc1ccc(S(=O)(=O)[N-]c2cnc3ccccc3n2)cc1.[Na+],2161
0,Nc1ccc(O)c(C(=O)O)c1,2160
0,Nc1ccc(cc1)S(=O)(=O)O[Zn]OS(=O)(=O)c1ccc(N)cc1,2159
0,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,2158
0,Nc1ccc(C(=O)NCC(=O)O)cc1,2157
0,Nc1ccc(C(=O)[O-])cc1.[K+],2156
0,Nc1ccc(C(=O)[O-])c(O)c1.[Na+],2155
0,Nc1ccc([As](=O)(O)O)cc1,2154
0,NC1CC1c1ccccc1.O=S(=O)(O)O,2153
0,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],2152
0,Nc1cc(-c2ccncc2)c[nH]c1=O,2151
0,Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,2150
1,Nc1c2ccccc2nc2ccccc12,2774
0,NC1C(OC2C(C(=O)[O-])OC(COC3C(CO)OC(O)C(O)C3O)C(OS(=O)(=O)[O-])C2O)OC(COS(=O)(=O)[O-])C(O)C1O,2149
0,NC(S)=NCC=C,2148
0,NC(N)=O,2147
0,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,2146
0,NC(CSSCC(N)C(=O)O)C(=O)O,2145
0,NC(CSCSCC(N)C(=O)O)C(=O)O,2144
0,NC(CO)C(=O)O,2143
0,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,2142
0,NC(CO)(CO)CO,2141
0,NC(Cn1ccc(=O)c(O)c1)C(=O)O,2140
0,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,2139
0,NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,2138
0,NC(Cc1ccc(O)c(O)c1)C(=O)O,2137
0,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,2136
0,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,2135
0,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],2134
0,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],2133
0,NC(Cc1cc(I)c(O)c(I)c1)C(=O)O.O.O,2132
0,NC(Cc1c[nH]c2ccccc12)C(=O)O,2131
0,NC(CC(=O)O)C(=O)O,2130
0,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O,2129
0,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,2128
0,NC(C(=O)O)C(O)C(O)C(O)CO,2127
0,NC(C(=O)O)C(O)C(=O)O,2126
1,NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,2773
1,NC(=O)OC[C@@H]1[C@H](NC(=O)C(=N/OCC(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O,2772
0,NC(=O)NS(=O)(=O)c1ccc(N)cc1,2125
0,NC(=O)NO,2124
1,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,2771
0,NC(=O)NCCCC(N)C(=O)O,2123
0,NC(=O)NC1NC(=O)NC1=O,2122
0,NC(=O)Nc1ccc([As](=O)(O)O)cc1,2121
0,NC(=O)NC(CCC(=O)O)C(=O)O,2120
0,NC(=O)NC(=O)Cc1ccccc1,2119
0,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,2118
0,NC(=O)N1c2ccccc2C=Cc2ccccc21,2117
0,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,2116
0,NC(=O)CN1CCCC1=O,2115
0,NC(=O)CN1CC(O)CC1=O,2114
0,NC(=O)CCCCC1CCSS1,2113
0,NC(=O)CCC(N)C(=O)O,2112
0,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,2111
0,NC(=O)CC(N)C(=O)O.O,2110
0,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,2109
0,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,2108
0,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,2107
0,NC(=O)c1cnccn1,2106
0,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,2105
0,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c2c1=O,2104
0,NC(=O)c1cccnc1,2103
0,NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,2102
0,NC(=O)c1ccccc1O,2101
0,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,2100
0,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,2099
0,NC(=O)c1cc[n+](CC2=C(N3[C@H](SC2)[C@H](NC(=O)Cc2cccs2)C3=O)C(O)=O)cc1,2098
0,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cc4cccs4)C3SC2)cc1,2097
0,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C3SC2)cc1.[Na+],2096
0,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,2095
0,NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2094
0,NC(=N)N=Nc1ccc(NNC(S)=N)cc1,2093
0,N=C1NCCC(C2NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC(=O)C(CO)NC(=O)C(N)CNC2=O)N1.O=S(=O)(O)O,2092
0,N=C1NC(=O)N2CC12,2091
1,N=C1[C@@H](C(N)=O)SC(=S)N1/N=C(\N)S,2770
0,N=C(NNc1ccccc1)c1ccccc1,2090
0,N=C(N)NS(=O)(=O)c1ccc(N)cc1,2089
0,N=C(N)NOCCC(N)C(=O)O,2088
0,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,2087
0,N=C(N)NCCCCNC(=N)N.O=S(=O)(O)O,2086
0,N=C(N)NCCCCN.O=S(=O)(O)O,2085
0,N=C(N)N1CCc2ccccc2C1.O=S(=O)(O)O,2084
0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,2083
1,N[C@H]1[C@@H]2CN(C[C@H]12)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)-c1ccc(F)cc1F,2769
1,N[C@@H]1CN(CC11CC1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)[C@@H]1C[C@@H]1F,2768
1,N[C@@H]1CCCCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1,2767
1,N[C@@H](C(=O)NC1C2CCC(Cl)=C(N2C1=O)C(O)=O)c1ccccc1,2766
0,N.N.O=C1O[Pt]OC(=O)C12CCC2,2082
0,N#CCCN.O=C(O)C=CC(=O)O,2081
0,N#CCC(=O)NN,2080
0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,2079
0,N#Cc1cccc(CN2C[C@@H](C3OCCCC23)N2CCOCC2)c1,2078
0,N#Cc1cccc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12,2077
0,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,2076
0,N#CC1CC2CC2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2,2075
0,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,2074
0,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,2073
0,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,2072
0,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O.O.O.[Na+].[Na+],2071
0,IC(I)I,2070
0,FCOC(C(F)(F)F)C(F)(F)F,2069
0,Fc1cnccc1C(=O)N1CCCC2(CCNC2=O)CC1,2068
0,Fc1cnccc1C(=O)N1CCC2(CC1)CC(Nc1ncccn1)C2,2067
0,Fc1cnccc1C(=O)N1CC(COCC=C)Cn2nccc2C1,2066
0,Fc1cnccc1C(=O)N[C@H]1CC[C@]2(CCC(=O)N2CC=C)CC1,2065
0,Fc1cncc(c1)C(=O)N1CCCC2(CCN(CC3CC3)C2=O)CC1,2064
0,Fc1cnc(nc1)N1CCOCC2(CCN(C2)c2ccccn2)C1,2063
0,Fc1cnc(nc1)N1CCO[C@H]2[C@@H](CC[C@@H]12)Oc1ncccc1F,2062
0,Fc1cnc(nc1)N1CCN2C[C@@H](C[C@@H]2C1)OCC1CC1,2061
0,Fc1cnc(nc1)N1CCN(CC2CC2)c2ncccc2C1,2060
0,Fc1cnc(nc1)N1CCC2OCCCC2(COc2ccccn2)C1,2059
0,Fc1cnc(nc1)N1CCc2ncnc(C3CC3)c2CC1,2058
0,Fc1cnc(nc1)N1CCC2C1CCC(=O)N2c1cccnc1,2057
0,Fc1cnc(nc1)N1CCC2(CC(CO2)Oc2ncccn2)C1,2056
0,Fc1cnc(nc1)N1CCC2(C1)COCc1cnc(NCC3CC3)nc21,2055
0,Fc1cnc(nc1)N1CCC2(C1)CCCN(C2)c1nncs1,2054
0,Fc1cnc(nc1)N1CCC[C@]2(C[C@H](CO2)Oc2ncccc2F)C1,2053
0,Fc1cnc(nc1)N1CCC[C@]2(C[C@H](CO2)Oc2ccccn2)C1,2052
0,Fc1cnc(nc1)N1CC[C@H]2C[C@H](O[C@H]2C1)C(=O)NCc1ccccn1,2051
0,Fc1cnc(nc1)N1CC[C@@H]2CN(Cc3ccncc3)CCO[C@H]2C1,2050
0,Fc1cnc(nc1)N1CC[C@@H]2C[C@@H](C(=O)Nc3cccnc3)O[C@H]2C1,2049
0,Fc1cnc(nc1)N1CC[C@@H]2[C@H]1CCN2c1nncs1,2048
0,Fc1cnc(nc1)N1CC[C@@H](OCC2CC2)[C@@H]1Cc1ccncc1,2047
0,Fc1cnc(nc1)N1C[C@H]2COC[C@@]2(C(=O)NCc2cccnc2)C1,2046
0,Fc1cnc(nc1)N1C[C@H](Oc2ncccc2F)[C@@H]2OCCC[C@H]12,2045
0,Fc1cnc(nc1)N1C[C@H](Oc2ccccn2)[C@@H]2OCCC[C@H]12,2044
0,Fc1cnc(nc1)N1C[C@@H]2N(CCC[C@]2(C1)C(=O)NCC1CC1)c1ncccn1,2043
0,Fc1cnc(nc1)N1C[C@@H]2COC[C@]2(COCc2ccccn2)C1,2042
0,Fc1cnc(nc1)N1C[C@@H]2COC[C@@]2(CNC(=O)c2cccnc2)C1,2041
0,Fc1cnc(nc1)N1C[C@@H]2COC[C@@]2(CC(=O)NCc2ccccn2)C1,2040
0,Fc1cnc(nc1)N1C[C@@H]2[C@H](C1)S(=O)(=O)CC[C@H]2C(=O)NCC1CC1,2039
0,Fc1cnc(nc1)N1C[C@@H](NC(=O)c2cscn2)[C@@H]2COC[C@H]12,2038
0,Fc1cccnc1OCC12CCCOC1CCN(C2)c1ncccn1,2037
0,Fc1cccnc1OC1C2CCC1N(CCO2)C(=O)c1ccco1,2036
0,Fc1cccnc1OC1C2CCC1N(Cc1ccco1)CCO2,2035
0,Fc1cccnc1OC[C@@]12CCO[C@@H]1CCN(C2)C(=O)c1ccccn1,2034
0,Fc1cccnc1O[C@H]1CO[C@]2(C1)CCCN(C2)c1ncccn1,2033
0,Fc1cccnc1O[C@H]1CN([C@H]2CCCO[C@@H]12)c1nncs1,2032
0,Fc1cccnc1O[C@H]1CN([C@H]2CCCO[C@@H]12)C(=O)c1cscn1,2031
0,Fc1cccnc1O[C@@H]1CC[C@@H]2[C@@H]1OCCN2C(=O)C1CCOCC1,2030
0,Fc1cccnc1N1CCC2(C1)CNCCC2(F)F,2029
0,Fc1ccccc1C(=O)N1CCn2nnc(COc3ccccn3)c2C1,2028
0,Fc1cccc(CC(=O)N2CCCC3(CC(=NO3)C(=O)NCc3cccnc3)C2)c1,2027
0,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,2026
0,Fc1ccc(cc1F)N1CC2(CCN(C2)c2cnccn2)CC1=O,2025
0,Fc1ccc(cc1F)N1CC2(CCN(C2)c2ccncn2)CC1=O,2024
0,Fc1ccc(cc1F)C(=O)N1CCn2nnc(COc3ccccn3)c2C1,2023
0,Fc1ccc(cc1F)C(=O)N1CCc2onc(COCC3CC3)c2C1,2022
0,FC(F)(F)COCC(F)(F)F,2021
0,FC(F)(F)C(Cl)Br,2020
0,FC(F)(Cl)C(F)(F)Cl,2019
0,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,2018
0,CSCCC(N)C(=O)O,2017
1,CSCC1CN(\N=C\c2ccc(o2)[N+]([O-])=O)C(=O)O1,2765
