SMILES,y_pred_adjust,CAS,Anti
O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],0.092449576,2276,0
O=C([O-])CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],0.018343234,2275,0
O=C([O-])CCCO.[Na+],0.014427036,2274,0
O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],0.8393235,2788,1
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],0.13267179,2272,0
O=C([O-])Cc1ccccc1.[Na+],0.050619442,2271,0
O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+],0.0027881146,2269,0
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2c([Hg]O)c([O-])c(Br)cc12.[Na+].[Na+],0.0014211803,2268,0
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],0.00012924698,2267,0
O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N12.[Na+].[Na+],0.97560465,2787,1
O=C([O-])C(O)C(O)C(O)C(O)CO.[Na+],0.008449812,2265,0
N#Cc1ccc(CN2CC[C@]3(CCC[C@@H]3C(=O)N3CCOCC3)C2)cc1,0.0032046838,2263,0
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,0.9637181,2262,0
O=[N+]([O-])OC1COC2C(O)COC12,0.8687183,2261,0
O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,0.117595196,2260,0
O=[N+]([O-])c1ccc(O)c2ncccc12,0.59283024,2786,1
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,0.43668416,2259,0
O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,0.15823351,2258,0
O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,0.19703883,2257,0
O=[N+]([O-])C(Br)(CO)CO,0.46068484,2785,1
O=[N+]([O-])C(Br)(Br)/[N+](O)=N/c1nonc1/N=N\c1nonc1/N=[N+](\O)C(Br)(Br)[N+](=O)[O-],0.97529626,2784,1
O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,0.00093809905,2256,0
O.OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.0051445286,2255,0
O.OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,0.0017059587,2254,0
O.O=P1(N(CCCl)CCCl)NCCCO1,0.0011750578,2253,0
O.O=c1ccc2cc(OC3OC(CO)C(O)C(O)C3O)c(O)cc2o1,0.0054087644,2252,0
O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],0.018928641,2250,0
O.O.OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,0.0083430335,2249,0
O.O.O.O=C([O-])C1O[Sb]2OC(=O)C(O2)C(C(=O)[O-])O[Sb]2OC(=O)C1O2.[K+].[K+],0.70465064,2248,0
NS(=O)(=O)Cc1noc2ccccc12,0.32623988,2247,0
NS(=O)(=O)c1ccc(C(=O)O)cc1,0.036335077,2246,0
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0.007863742,2245,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.0049715,2243,0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0.001582486,2240,0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0.00081885385,2239,0
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0.051794697,2237,0
NS(=O)(=O)C#Cc1ccccc1,0.48308632,2236,0
NNC(=O)c1ccncc1.Nc1ccc(C(=O)O)c(O)c1,0.02767958,2234,0
NNC(=O)c1ccncc1,0.037604455,2233,0
NCCS(=O)(=O)O,0.022942906,2232,0
NCCCNCCSP(=O)(O)O,0.0054996056,2229,0
NCCCNCCCCNCCCN,0.014808265,2228,0
NCCCN.O=C(O)C(O)C(O)C(=O)O,0.016307084,2227,0
NCCCC(O)(P(=O)(O)O)P(=O)(O)O.O.O.O.[Na+],0.028417464,2225,0
NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)NC(N)=N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O.O=S(=O)(O)O,0.9656532,2224,0
NCCCC(N)C(=O)O.NCCCC(N)C(=O)O.O=C(O)CCC(=O)C(=O)O,0.0566913,2223,0
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O.O,0.96862745,2782,1
NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,0.00333432,2220,0
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O.O=S(=O)(O)O,0.9093682,2219,0
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,0.9363408,2781,1
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,0.91523415,2780,1
NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O.O=S(=O)(O)O,0.86688197,2218,0
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O,0.9668102,2217,0
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O,0.4118445,2216,0
NCc1cccnc1,0.16501299,2215,0
NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,0.9752201,2779,1
NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,0.91716653,2214,0
NCC1CCC(C(=O)O)CC1,0.0024763637,2213,0
NCC1(CC(=O)O)CCCCC1,0.015907876,2212,0
NCC(O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,0.008658434,2211,0
NCC(=O)NCC(=O)O,0.0052334373,2210,0
Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,0.56744343,2778,1
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,0.19283743,2209,0
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,0.03590139,2207,0
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.04326672,2206,0
Nc1ncnc2[nH]cnc12,0.31106865,2205,0
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,0.40340438,2777,1
Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0.12446436,2204,0
Nc1nccs1,0.22140883,2203,0
Nc1nc2ncc(=O)[nH]c2c(=O)[nH]1,0.35354412,2202,0
Nc1nc2nc[nH]c2c(=S)[nH]1,0.37428105,2201,0
Nc1nc2ccc(OC(F)(F)F)cc2s1,0.11828769,2200,0
Nc1nc2cc(Cl)ccc2o1,0.3650759,2199,0
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0.32971302,2198,0
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1.O,0.122007445,2197,0
Nc1nc(S)c2nc[nH]c2n1,0.30578622,2196,0
Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1.O=S(=O)(O)O,0.0041957535,2195,0
Nc1nc(N)nc(NC2CC2)n1,0.023783017,2194,0
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,0.017184978,2192,0
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0.5672075,2191,0
Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,0.97975206,2776,1
Nc1nc(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,0.70721304,2775,1
Nc1nc(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1Cl,0.44382742,2189,0
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,0.7010743,2188,0
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,0.03760988,2187,0
Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1.[Na+].[Na+],0.07463291,2186,0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)=N2,0.16564551,2185,0
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2],0.89732665,2184,0
Nc1nc(=O)[nH]cc1F,0.2689899,2183,0
NC1CONC1=O,0.010149905,2182,0
Nc1ccn(C2CSC(CO)O2)c(=O)n1,0.11114046,2179,0
Nc1ccn(C2CCC(CO)O2)c(=O)n1,0.06743338,2178,0
Nc1ccn([C@@H]2C(F)=C(CO)[C@@H](O)[C@H]2O)c(=O)n1,0.86250526,2177,0
[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,0.56718427,2176,0
[N-]=[N+]=N[C@]1(CO)O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,0.6400461,2175,0
NC1CCCCC1N.O=C1O[Pt]OC1=O,0.6162168,2174,0
Nc1ccccc1C(=O)CC(N)C(=O)O,0.0052392,2173,0
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.6994944,2172,0
Nc1ccc2cc3ccc(N)cc3nc2c1.O=S(=O)(O)O,0.06734296,2171,0
Nc1ccc(S(N)(=O)=O)cc1,0.03872966,2170,0
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.35960665,2169,0
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0.59304297,2168,0
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,0.4951036,2167,0
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.68156314,2166,0
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,0.22337203,2164,0
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.36399633,2163,0
Nc1ccc(S(=O)(=O)[O-])cc1.Nc1ccc(S(=O)(=O)[O-])cc1.[Zn+2],0.041872904,2162,0
Nc1ccc(S(=O)(=O)[N-]c2cnc3ccccc3n2)cc1.[Na+],0.66484296,2161,0
Nc1ccc(O)c(C(=O)O)c1,0.12547833,2160,0
Nc1ccc(S(=O)(=O)O[Zn]OS(=O)(=O)c2ccc(N)cc2)cc1,0.14148413,2159,0
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,0.31251097,2158,0
Nc1ccc(C(=O)[O-])c(O)c1.[Na+],0.11595202,2155,0
Nc1ccc([As](=O)(O)O)cc1,0.08428688,2154,0
NC1CC1c1ccccc1.O=S(=O)(O)O,0.0023407459,2153,0
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0.5252666,2152,0
Nc1cc(-c2ccncc2)c[nH]c1=O,0.71131384,2151,0
Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,0.0028249705,2150,0
Nc1c2ccccc2nc2ccccc12,0.7729311,2774,1
NC1C(OC2C(C(=O)[O-])OC(COC3C(CO)OC(O)C(O)C3O)C(OS(=O)(=O)[O-])C2O)OC(COS(=O)(=O)[O-])C(O)C1O,0.41253406,2149,0
C=CCN=C(N)S,0.026798453,2148,0
NC(N)=O,0.1850314,2147,0
NC(CO)C(=O)O,0.00624136,2143,0
NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,0.1317761,2142,0
NC(CO)(CO)CO,0.0357298,2141,0
NC(Cn1ccc(=O)c(O)c1)C(=O)O,0.013977776,2140,0
NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,0.14582933,2139,0
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0.0014647864,2136,0
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.011363306,2135,0
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],0.013566336,2134,0
NC(C(=O)O)C(O)c1ccc(O)c(O)c1,0.0043244334,2128,0
NC(C(=O)O)C(O)C(O)C(O)CO,0.005615806,2127,0
NC(C(=O)O)C(O)C(=O)O,0.023185965,2126,0
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,0.9702113,2773,1
NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.98487204,2772,1
NC(=O)NS(=O)(=O)c1ccc(N)cc1,0.022722544,2125,0
NC(=O)NO,0.032529436,2124,0
NC(=O)NN=Cc1ccc([N+](=O)[O-])o1,0.356976,2771,1
NC(=O)NCCCC(N)C(=O)O,0.0077710818,2123,0
NC(=O)NC1NC(=O)NC1=O,0.40339503,2122,0
NC(=O)Nc1ccc([As](=O)(O)O)cc1,0.022695044,2121,0
NC(=O)NC(=O)Cc1ccccc1,0.029931977,2119,0
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,0.056827575,2118,0
NC(=O)N1c2ccccc2C=Cc2ccccc21,0.094606735,2117,0
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,0.039999913,2116,0
NC(=O)CN1CC(O)CC1=O,0.03388466,2114,0
NC(=O)CCCCC1CCSS1,0.0031830813,2113,0
NC(=O)CCC(N)C(=O)O,0.0087994225,2112,0
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,0.24554008,2109,0
NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1N,0.7165238,2107,0
NC(=O)c1cnccn1,0.2221656,2106,0
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0.059681576,2105,0
NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N)c2c1=O,0.98278123,2104,0
NC(=O)c1cccnc1,0.25230488,2103,0
NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1,0.2000942,2102,0
NC(=O)c1ccccc1O,0.28918117,2101,0
NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,0.8603546,2100,0
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cc4cccs4)C3SC2)cc1,0.86290467,2097,0
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C3SC2)cc1.[Na+],0.64031976,2096,0
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.5870193,2095,0
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.0025520264,2094,0
N=C(N)N=Nc1ccc(NNC(=N)S)cc1,0.22668566,2093,0
N=C1NCCC(C2NC(=O)C(=CNC(N)=O)NC(=O)C(CNC(=O)CC(N)CCCN)NC(=O)C(CO)NC(=O)C(N)CNC2=O)N1.O=S(=O)(O)O,0.9678339,2092,0
N=C1NC(=O)N2CC12,0.5860695,2091,0
N=C1[C@@H](C(N)=O)SC(=S)N1/N=C(\N)S,0.9954407,2770,1
N=C(N)NS(=O)(=O)c1ccc(N)cc1,0.024317322,2089,0
N=C(N)NOCCC(N)C(=O)O,0.039969172,2088,0
N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,0.0025098515,2087,0
N=C(N)NCCCCNC(=N)N.O=S(=O)(O)O,0.017213663,2086,0
N=C(N)NCCCCN.O=S(=O)(O)O,0.008537232,2085,0
N[C@@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn([C@@H]4C[C@@H]4F)c3c2Cl)CC12CC2,0.997248,2768,1
N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,0.9945087,2767,1
N[C@@H](C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CCC12)c1ccccc1,0.96593297,2766,1
N.N.O=C1O[Pt]OC(=O)C12CCC2,0.077627316,2082,0
N#CCCN.O=C(O)C=CC(=O)O,0.011725726,2081,0
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,0.014061751,2079,0
N#Cc1cccc(CN2C[C@H](N3CCOCC3)C3OCCCC32)c1,0.0018894271,2078,0
N#Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,0.02765821,2077,0
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,0.62696165,2076,0
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,0.31494662,2074,0
N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,0.46781737,2072,0
IC(I)I,0.013031966,2070,0
FCOC(C(F)(F)F)C(F)(F)F,0.0042941915,2069,0
O=C(c1ccncc1F)N1CCCC2(CCNC2=O)CC1,0.021521153,2068,0
O=C(c1ccncc1F)N1CCC2(CC1)CC(Nc1ncccn1)C2,0.041037984,2067,0
C=CCOCC1CN(C(=O)c2ccncc2F)Cc2ccnn2C1,0.036220815,2066,0
C=CCN1C(=O)CC[C@]12CC[C@H](NC(=O)c1ccncc1F)CC2,0.021187661,2065,0
Fc1cnc(N2CCOCC3(CCN(c4ccccn4)C3)C2)nc1,0.0027029957,2063,0
Fc1cnc(N2CCO[C@@H]3[C@H]2CC[C@H]3Oc2ncccc2F)nc1,0.0022938335,2062,0
Fc1cnc(N2CCN3C[C@H](OCC4CC4)C[C@@H]3C2)nc1,0.0011612402,2061,0
Fc1cnc(N2CCN(CC3CC3)c3ncccc3C2)nc1,0.0018688616,2060,0
Fc1cnc(N2CCC3OCCCC3(COc3ccccn3)C2)nc1,0.003707422,2059,0
Fc1cnc(N2CCc3ncnc(C4CC4)c3CC2)nc1,0.0034051083,2058,0
Fc1cnc(N2CCC3(COCc4cnc(NCC5CC5)nc43)C2)nc1,0.0025122867,2055,0
Fc1cnc(N2CCC3(CCCN(c4nncs4)C3)C2)nc1,0.0018813602,2054,0
Fc1cnc(N2CCC[C@]3(C[C@@H](Oc4ncccc4F)CO3)C2)nc1,0.004204836,2053,0
Fc1cnc(N2CCC[C@]3(C[C@@H](Oc4ccccn4)CO3)C2)nc1,0.0030208675,2052,0
O=C(Nc1cccnc1)[C@@H]1C[C@H]2CCN(c3ncc(F)cn3)C[C@@H]2O1,0.0020687801,2049,0
Fc1cnc(N2CC[C@@H]3[C@H]2CCN3c2nncs2)nc1,0.0023548075,2048,0
Fc1cnc(N2C[C@H](Oc3ncccc3F)[C@@H]3OCCC[C@@H]32)nc1,0.004060739,2045,0
Fc1cnc(N2C[C@H](Oc3ccccn3)[C@@H]3OCCC[C@@H]32)nc1,0.0025975136,2044,0
O=C(NCC1CC1)[C@@]12CCCN(c3ncccn3)[C@H]1CN(c1ncc(F)cn1)C2,0.002056071,2043,0
O=C(NC[C@@]12COC[C@H]1CN(c1ncc(F)cn1)C2)c1cccnc1,0.0026562572,2041,0
O=C(C[C@@]12COC[C@H]1CN(c1ncc(F)cn1)C2)NCc1ccccn1,0.0032401,2040,0
O=C(NCC1CC1)[C@@H]1CCS(=O)(=O)[C@H]2CN(c3ncc(F)cn3)C[C@@H]12,0.00210167,2039,0
O=C(N[C@@H]1CN(c2ncc(F)cn2)[C@H]2COC[C@@H]12)c1cscn1,0.0043245098,2038,0
Fc1cccnc1OCC12CCCOC1CCN(c1ncccn1)C2,0.0073258122,2037,0
O=C(c1ccco1)N1CCOC2CCC1C2Oc1ncccc1F,0.018106077,2036,0
Fc1cccnc1OC1C2CCC1N(Cc1ccco1)CCO2,0.0026313988,2035,0
O=C(c1ccccn1)N1CC[C@H]2OCC[C@@]2(COc2ncccc2F)C1,0.019753087,2034,0
Fc1cccnc1O[C@H]1CO[C@@]2(CCCN(c3ncccn3)C2)C1,0.0057970327,2033,0
Fc1cccnc1O[C@H]1CN(c2nncs2)[C@H]2CCCO[C@@H]12,0.0055804253,2032,0
Fc1cccnc1N1CCC2(CNCCC2(F)F)C1,0.0025511188,2029,0
O=C(NCc1cccnc1)C1=NOC2(CCCN(C(=O)Cc3cccc(F)c3)C2)C1,0.015538469,2027,0
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,0.7316464,2026,0
O=C1CC2(CCN(c3cnccn3)C2)CN1c1ccc(F)c(F)c1,0.06931928,2025,0
O=C(c1ccc(F)c(F)c1)N1CCn2nnc(COc3ccccn3)c2C1,0.022776648,2023,0
O=C(c1ccc(F)c(F)c1)N1CCc2onc(COCC3CC3)c2C1,0.0974091,2022,0
FC(F)(F)COCC(F)(F)F,0.008029453,2021,0
FC(F)(Cl)C(F)(F)Cl,0.009610441,2019,0
CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0.032872353,2018,0
CSCC1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)O1,0.9518603,2765,1
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,0.693641,2016,0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,0.047256432,2015,0
CS(C)(=O)=O,0.048342388,2014,0
CS(=O)(=O)OCCCCOS(C)(=O)=O,0.08542597,2013,0
CS(=O)(=O)O.Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0.031871345,2012,0
CS(=O)(=O)O.OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,0.22055756,2011,0
CS(=O)(=O)O.CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,0.00039641172,2010,0
CS(=O)(=O)Nc1c(O)ccc2c1CCCC2C1=NCCN1,0.0012157161,2008,0
CS(=O)(=O)N1CCOC2CCN(C(=O)c3ccoc3)CCC21,0.0016393369,2007,0
CS(=O)(=O)N1CCOC2CCN(Cc3ccc[nH]3)CCC21,0.00040716556,2006,0
CS(=O)(=O)N1CCO[C@H]2CCN(C(=O)C3CC=CC3)C[C@H]21,0.0035822561,2005,0
CS(=O)(=O)N1CCO[C@@H]2[C@H]1CC[C@H]2OCC(=O)N1CCCC1,0.0031954132,2004,0
CS(=O)(=O)N1CC2CN(C(=O)NCc3ccccc3)CC(C1)O2,0.00070925994,2001,0
CS(=O)(=O)N1Cc2ccccc2C2(CCN(C(=O)c3c[nH]cn3)CC2)C1,0.00621917,2000,0
CS(=O)(=O)N1C[C@H]2CC[C@@]3(N=C(c4ccccc4)NC3=O)[C@H]2C1,0.0012729166,1999,0
CS(=O)(=O)N1C[C@@H]2[C@H](C1)c1ccccc1[C@@H]2N1CCOCC1,0.00052760914,1998,0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,0.13513447,1997,0
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,0.0023842745,1996,0
CS(=O)(=O)c1ccc(C(O)C(CF)NC(=O)C(Cl)Cl)cc1,0.0017390325,2764,1
CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,0.09757272,1995,0
CS(=O)(=O)[O-].C[n+]1ccccc1C=NO,0.0037402872,1994,0
COS(=O)(=O)[O-].COc1cc(N)cn[n+]1-c1ccccc1,0.042364646,1993,0
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,0.6086297,1991,0
COP(=O)(OC)OC=C(Cl)Cl,0.11592244,1990,0
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.008704963,1989,0
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,0.020807913,1988,0
CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN.CS(=O)(=O)O,0.9651732,2762,1
CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,0.00015868312,1987,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,0.9531845,2761,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,0.9662026,1986,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CSC12)c1csc(N)n1.Cl,0.9881634,2760,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1.[Cl-],0.968347,2759,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1.[Na+],0.9768138,2757,1
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CSC12)c1csc(N)n1.[Na+],0.9875871,2756,1
CON(C)C(=O)N1N=C(c2cc(F)ccc2F)S[C@@]1(CCCN)c1ccccc1,0.060311697,1985,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,0.0021902972,1984,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0.2856863,1983,0
COCCNC(=O)[C@H]1CC[C@H]2[C@@H](CCN2c2ncc(F)cn2)O1,0.0016336226,1982,0
COCCN1CCOCC12CCN(Cc1c[nH]cn1)CC2,0.0020992535,1981,0
COCCN1CCN(C)C2(CCN(C(=O)c3csnn3)CC2)C1=O,0.01427195,1980,0
COCCN1CCc2cc(C(=O)O)c(-c3ccnn3C)nc2CC1,0.015449381,1979,0
COCCN1CCC2(C1)c1ccccc1S(=O)(=O)N2CCOC,0.02072966,1978,0
COCCN1CCC2(C1)c1ccccc1S(=O)(=O)N2CCC(C)C,0.018867057,1977,0
COCCN1CCC2(C1)c1ccccc1S(=O)(=O)N2CC1CC1,0.0059020417,1976,0
COCCN1CC2(CCC1=O)CCN(S(=O)(=O)C1CC1)CC2,0.0074036308,1975,0
COCCN1CC2(CCN(C(=O)CC3CC3)CC2)COc2ccccc2S1(=O)=O,0.043493,1974,0
COCCN1C[C@@H]2C[C@H](C(=O)Nc3ccccc3)[C@@H](C1)O2,0.0034480514,1972,0
COCCN1[C@@H]2CCN(C(=O)CC3CC3)CC[C@@H]2Oc2ccccc2S1(=O)=O,0.01732057,1970,0
COCCN(C)C(=O)c1ccc2nnc(C3CN(CC4CC4)CCN3C(C)C)n2c1,0.011467235,1969,0
